"SP_BookingNumber","SP_Destination","SP_PaidCurrency","SP_Paid","SP_TourDate"
"S0056354","CFU","PLN","326,02","2021-08-19"
"S0056354","CFU","PLN","326,02","2021-08-24"
"S0056353","KGS","PLN","355","2021-08-18"
"S0056351","PFO","PLN","531,3","2021-08-17"
"S0056349","AYT","EUR","1061,44","2021-08-15"
"S0056348","VAR","PLN","340,03","2021-08-15"
"S0056346","CFU","PLN","405,72","2021-08-17"
"S0056346","CFU","PLN","452,81","2021-08-19"
"S0056342","AYT","EUR","617,85","2021-08-17"
"S0056342","AYT","EUR","237,64","2021-08-21"
"S0056342","AYT","EUR","237,64","2021-08-21"
"S0056341","CFU","PLN","315,16","2021-08-16"
"S0056340","TIA","PLN","380,36","2021-08-15"
"S0056339","AYT","EUR","530,72","2021-08-15"
"S0056337","AYT","EUR","530,72","2021-08-15"
"S0056336","KGS","PLN","355","2021-08-18"
"S0056335","TIA","PLN","362,25","2021-08-16"
"S0056335","TIA","PLN","362,25","2021-08-18"
"S0056333","FNC","PLN","801,78","2021-08-20"
"S0056331","PUJ","PLN","1804,1","2021-08-16"
"S0056328","RHO","PLN","311,53","2021-09-16"
"S0056328","RHO","PLN","355","2021-09-19"
"S0056328","RHO","PLN","405,72","2021-09-18"
"S0056326","RHO","PLN","405,72","2021-08-16"
"S0056326","RHO","PLN","311,53","2021-08-19"
"S0056325","ADB","PLN","411,9","2021-08-20"
"S0056325","ADB","PLN","277,24","2021-08-18"
"S0056324","PXO","EUR","239,57","2021-08-14"
"S0056323","CFU","PLN","326,02","2021-08-19"
"S0056321","FUE","PLN","751,31","2021-08-20"
"S0056321","FUE","PLN","1031,69","2021-08-23"
"S0056319","HRG","PLN","554,37","2021-08-24"
"S0056317","ZTH","PLN","391,23","2021-08-16"
"S0056315","PMI","PLN","451,6","2021-08-20"
"S0056301","RMF","PLN","896,87","2021-08-24"
"S0056301","RMF","PLN","115","2021-08-27"
"S0056301","RMF","PLN","115","2021-08-27"
"S0056301","RMF","PLN","115","2021-08-27"
"S0056301","RMF","PLN","115","2021-08-27"
"S0056312","NBE","PLN","749,62","2021-09-05"
"S0056311","VAR","PLN","347,76","2021-08-16"
"S0056309","ZTH","PLN","260,82","2021-08-29"
"S0056300","ZTH","PLN","326,02","2021-09-05"
"S0056299","PUJ","PLN","1202,74","2021-09-20"
"S0056298","AYT","PLN","938,66","2021-08-18"
"S0056298","AYT","PLN","396,06","2021-08-16"
"S0056295","TIA","PLN","362,25","2021-08-28"
"S0056293","KVA","PLN","452,09","2021-08-25"
"S0056291","CHQ","PLN","735,37","2021-09-01"
"S0056290","CHQ","PLN","478,17","2021-08-31"
"S0056276","PMI","PLN","328,44","2021-09-09"
"S0056288","CHQ","PLN","662,92","2021-09-03"
"S0056283","CHQ","PLN","2414,03","2021-08-28"
"S0056287","PUJ","PLN","370,23","2021-08-17"
"S0056285","PUJ","PLN","434,3","2021-08-17"
"S0056286","AGP","EUR","398,47","2021-08-12"
"S0056284","AGP","EUR","796,95","2021-08-12"
"S0056282","AGP","EUR","398,47","2021-08-12"
"S0056281","RMF","PLN","862,37","2021-09-12"
"S0056279","PUJ","PLN","1373,66","2021-08-19"
"S0056278","AGP","EUR","796,95","2021-08-12"
"S0056277","PUJ","PLN","1491,27","2021-08-23"
"S0056276","PMI","PLN","812,89","2021-09-10"
"S0056274","ZTH","PLN","869,4","2021-09-06"
"S0056273","PUJ","PLN","1069,07","2021-09-16"
"S0056272","RMF","PLN","189,7","2021-08-27"
"S0056271","HRG","CZK","554,37","2021-09-07"
"S0056269","RMF","PLN","229,94","2021-08-24"
"S0056268","PXO","PLN","119,78","2021-08-14"
"S0056267","JTR","PLN","425,04","2021-08-26"
"S0056266","SUF","EUR","312,98","2021-08-18"
"S0056264","BOJ","PLN","409,58","2021-08-21"
"S0056263","HRG","PLN","877,74","2021-08-20"
"S0056262","SUF","EUR","507,15","2021-08-17"
"S0056260","PXO","EUR","401,86","2021-08-14"
"S0056260","PXO","EUR","301,39","2021-08-14"
"S0056260","PXO","EUR","200,93","2021-08-14"
"S0056260","PXO","EUR","200,93","2021-08-14"
"S0056260","PXO","EUR","351,62","2021-08-14"
"S0056260","PXO","EUR","301,39","2021-08-14"
"S0056260","PXO","EUR","200,93","2021-08-14"
"S0056260","PXO","EUR","301,39","2021-08-14"
"S0056260","PXO","EUR","301,39","2021-08-14"
"S0056259","PXO","EUR","359,35","2021-08-13"
"S0056258","PXO","EUR","239,57","2021-08-13"
"S0056257","HRG","PLN","492,77","2021-08-22"
"S0056256","PXO","EUR","359,35","2021-08-14"
"S0056255","PXO","EUR","239,57","2021-08-13"
"S0056255","PXO","EUR","239,57","2021-08-13"
"S0056253","PXO","EUR","200,93","2021-08-14"
"S0056252","PXO","EUR","479,14","2021-08-13"
"S0056251","PXO","EUR","200,93","2021-08-14"
"S0056250","AYT","EUR","514,88","2021-08-17"
"S0056249","SPC","PLN","361,28","2021-08-14"
"S0056248","AYT","EUR","403,98","2021-08-15"
"S0056247","BJV","PLN","479,14","2021-08-26"
"S0056246","BJV","PLN","417,31","2021-08-25"
"S0056245","SPC","PLN","361,28","2021-08-21"
"S0056244","ZNZ","USD","3786,97","2021-08-14"
"S0056243","HRG","PLN","585,15","2021-08-31"
"S0056242","ZNZ","USD","3786,97","2021-08-14"
"S0056239","ZNZ","USD","585,15","2021-08-13"
"S0056238","AYT","USD","617,85","2021-08-17"
"S0056237","ZNZ","USD","877,74","2021-08-13"
"S0056236","AYT","EUR","807,96","2021-08-15"
"S0056235","ZNZ","USD","923,93","2021-08-13"
"S0056234","AYT","EUR","530,72","2021-08-15"
"S0056233","ZNZ","USD","1893,49","2021-08-14"
"S0056232","ZNZ","USD","1385,91","2021-08-13"
"S0056195","ZNZ","USD","1385,91","2021-08-13"
"S0056231","AYT","EUR","724,79","2021-08-13"
"S0056230","ZNZ","USD","585,15","2021-08-13"
"S0056229","AYT","EUR","910,94","2021-08-17"
"S0056228","AYT","EUR","514,88","2021-08-17"
"S0056227","ZNZ","USD","923,93","2021-08-13"
"S0056224","AYT","EUR","796,08","2021-08-15"
"S0056223","ZNZ","USD","923,93","2021-08-13"
"S0056222","ZNZ","USD","585,15","2021-08-13"
"S0056217","ZNZ","USD","585,15","2021-08-13"
"S0056216","ZNZ","USD","585,15","2021-08-13"
"S0056215","AYT","EUR","301,01","2021-08-16"
"S0056214","AYT","EUR","530,72","2021-08-15"
"S0056214","AYT","EUR","301,01","2021-08-18"
"S0056213","ZNZ","USD","1385,92","2021-08-13"
"S0056213","ZNZ","USD","5680,46","2021-08-14"
"S0056212","AYT","EUR","411,9","2021-08-13"
"S0056211","ZNZ","USD","923,93","2021-08-13"
"S0056210","ZNZ","USD","5680,46","2021-08-14"
"S0056209","ZNZ","USD","877,74","2021-08-13"
"S0056208","FNC","PLN","231,84","2021-08-20"
"S0056208","FNC","PLN","243,43","2021-08-19"
"S0056207","AYT","EUR","1089,16","2021-08-16"
"S0056207","AYT","EUR","518,84","2021-08-13"
"S0056207","AYT","EUR","376,26","2021-08-23"
"S0056207","AYT","EUR","669,34","2021-08-22"
"S0056205","ZNZ","USD","1385,92","2021-08-13"
"S0056203","TIA","EUR","271,69","2021-08-13"
"S0056202","ZTH","PLN","260,82","2021-08-15"
"S0056201","ZNZ","USD","1385,92","2021-08-13"
"S0056199","AYT","PLN","431,71","2021-08-25"
"S0056198","ZTH","PLN","260,82","2021-08-15"
"S0056197","ZTH","PLN","260,82","2021-08-16"
"S0056197","ZTH","PLN","260,82","2021-08-15"
"S0056196","ZNZ","USD","1385,91","2021-08-13"
"S0056194","ZNZ","USD","1385,91","2021-08-13"
"S0056192","CFU","PLN","326,02","2021-08-24"
"S0056192","CFU","PLN","289,8","2021-08-20"
"S0056192","CFU","PLN","253,57","2021-08-23"
"S0056190","VAR","PLN","564,14","2021-08-15"
"S0056189","BCN","PLN","347,76","2021-09-01"
"S0056188","VAR","PLN","564,14","2021-08-15"
"S0056187","TIA","PLN","507,15","2021-08-20"
"S0056185","RHO","PLN","244,5","2021-08-18"
"S0056183","RHO","PLN","355","2021-08-29"
"S0056182","RHO","PLN","311,53","2021-08-26"
"S0056181","TIA","EUR","905,62","2021-08-13"
"S0056180","TIA","EUR","507,15","2021-08-13"
"S0056178","TIA","EUR","253,57","2021-08-15"
"S0056177","TIA","PLN","362,25","2021-08-13"
"S0056176","TIA","PLN","507,15","2021-08-17"
"S0056176","TIA","PLN","362,25","2021-08-16"
"S0056175","TIA","EUR","796,95","2021-08-13"
"S0056175","TIA","EUR","253,57","2021-08-15"
"S0056173","ADB","EUR","475,27","2021-08-15"
"S0056173","ADB","EUR","118,82","2021-08-16"
"S0056171","AYT","EUR","530,72","2021-08-15"
"S0056171","AYT","EUR","411,9","2021-08-16"
"S0055699","RMF","PLN","366,5","2021-08-24"
"S0056170","TIA","EUR","362,25","2021-08-16"
"S0056169","TIA","EUR","181,12","2021-08-13"
"S0056168","TIA","EUR","362,25","2021-08-13"
"S0056167","TIA","PLN","652,05","2021-08-19"
"S0056166","VAR","EUR","769,76","2021-08-13"
"S0056165","TIA","EUR","452,81","2021-08-13"
"S0056164","TIA","EUR","362,25","2021-08-13"
"S0056163","TIA","EUR","181,12","2021-08-13"
"S0056162","TIA","PLN","796,95","2021-08-17"
"S0056161","TIA","EUR","362,25","2021-08-13"
"S0056160","AYT","EUR","1061,44","2021-08-15"
"S0056159","TIA","EUR","543,37","2021-08-13"
"S0056158","VAR","EUR","560,28","2021-08-14"
"S0056157","VAR","EUR","560,28","2021-08-14"
"S0056156","TIA","EUR","362,25","2021-08-13"
"S0056155","TIA","EUR","905,62","2021-08-13"
"S0056154","TIA","EUR","315,16","2021-08-15"
"S0056153","TIA","EUR","633,94","2021-08-13"
"S0056152","TIA","EUR","996,19","2021-08-13"
"S0056151","PMO","PLN","451,6","2021-08-21"
"S0056150","ZNZ","PLN","585,16","2021-08-13"
"S0056149","TIA","EUR","362,25","2021-08-13"
"S0056148","TIA","EUR","362,25","2021-08-13"
"S0056147","TIA","EUR","362,25","2021-08-13"
"S0056146","TIA","EUR","315,16","2021-08-15"
"S0056144","TIA","EUR","126,79","2021-08-15"
"S0056143","TIA","PLN","362,25","2021-09-15"
"S0056142","VAR","PLN","425,04","2021-08-14"
"S0056141","ZTH","PLN","260,82","2021-08-15"
"S0056140","SID","EUR","260,82","2021-12-09"
"S0056139","HER","PLN","412,96","2021-08-21"
"S0056138","TIA","EUR","452,81","2021-08-13"
"S0056136","TIA","EUR","253,57","2021-08-15"
"S0056135","TIA","EUR","253,57","2021-08-17"
"S0056134","TIA","PLN","452,81","2021-08-18"
"S0056133","RMF","PLN","661,15","2021-09-09"
"S0056130","TIA","EUR","507,15","2021-08-13"
"S0056129","AYT","EUR","617,85","2021-08-17"
"S0056128","TIA","EUR","253,57","2021-08-15"
"S0056127","TIA","EUR","543,37","2021-08-16"
"S0056126","TIA","EUR","507,15","2021-08-13"
"S0056125","VAR","EUR","540,96","2021-08-14"
"S0056124","AYT","EUR","934,7","2021-08-15"
"S0056123","TIA","EUR","507,15","2021-08-13"
"S0056122","CFU","PLN","289,8","2021-08-31"
"S0056121","TIA","PLN","724,5","2021-08-20"
"S0056120","TIA","EUR","181,12","2021-08-16"
"S0056119","TIA","EUR","507,15","2021-08-13"
"S0056116","TIA","EUR","796,95","2021-08-17"
"S0056115","TIA","EUR","362,25","2021-08-13"
"S0056113","TIA","EUR","452,81","2021-08-13"
"S0056112","TIA","EUR","452,81","2021-08-13"
"S0056111","TIA","EUR","362,25","2021-08-13"
"S0056110","TIA","EUR","724,5","2021-08-13"
"S0055699","RMF","PLN","172,49","2021-08-17"
"S0055699","RMF","PLN","293,18","2021-08-23"
"S0055699","RMF","PLN","359,34","2021-08-20"
"S0055699","RMF","PLN","343,5","2021-08-26"
"S0056109","AYT","EUR","301,01","2021-08-16"
"S0056109","AYT","EUR","308,93","2021-08-13"
"S0056108","ACE","PLN","502,32","2021-08-16"
"S0056105","TIA","PLN","543,37","2021-08-16"
"S0056101","AYT","EUR","506,96","2021-08-13"
"S0056100","ACE","PLN","377,71","2021-08-18"
"S0056099","AYT","EUR","431,71","2021-08-13"
"S0056098","AYT","EUR","685,18","2021-08-13"
"S0056095","AYT","EUR","301,01","2021-08-16"
"S0056094","AYT","EUR","506,96","2021-08-13"
"S0056092","BOJ","EUR","625,97","2021-08-18"
"S0056091","BOJ","EUR","633,7","2021-08-14"
"S0056090","AYT","EUR","685,18","2021-08-13"
"S0056089","SUF","PLN","579,6","2021-09-03"
"S0056087","ZNZ","USD","1732,41","2021-08-13"
"S0056086","ZNZ","USD","923,93","2021-08-13"
"S0056085","AYT","EUR","776,28","2021-08-13"
"S0056085","AYT","EUR","1061,44","2021-08-15"
"S0056084","ZNZ","USD","1732,41","2021-08-13"
"S0056083","AYT","EUR","863,41","2021-08-18"
"S0056082","HER","PLN","498,07","2021-08-15"
"S0056081","ZNZ","USD","3786,97","2021-08-14"
"S0056077","FNC","PLN","363,22","2021-08-15"
"S0056074","LPA","PLN","710,98","2021-08-17"
"S0056072","TFS","PLN","440,5","2021-08-14"
"S0056071","KGS","PLN","570,52","2021-08-31"
"S0056067","LPA","PLN","1063,32","2021-08-26"
"S0056066","LPA","PLN","710,98","2021-08-17"
"S0056065","LPA","PLN","710,98","2021-08-17"
"S0056060","CHQ","PLN","195,61","2021-08-17"
"S0056060","CHQ","PLN","318,78","2021-08-19"
"S0056060","CHQ","PLN","1609,36","2021-08-21"
"S0056060","CHQ","PLN","490,24","2021-08-23"
"S0056064","TFS","PLN","689,72","2021-08-16"
"S0056063","LPA","PLN","710,98","2021-08-17"
"S0056062","TFS","PLN","672,34","2021-08-16"
"S0056061","ZTH","PLN","289,8","2021-08-16"
"S0056057","TFS","PLN","440,5","2021-08-14"
"S0056056","VAR","PLN","425,04","2021-08-14"
"S0056055","SKG","PLN","304,29","2021-08-20"
"S0055988","SKG","PLN","304,29","2021-08-20"
"S0056053","TFS","PLN","1067,43","2021-08-14"
"S0056051","TIA","PLN","362,25","2021-08-16"
"S0055710","ZTH","PLN","253,57","2021-09-01"
"S0056048","LPA","PLN","355,49","2021-08-18"
"S0056047","HER","PLN","412,96","2021-08-21"
"S0056046","TIA","PLN","253,57","2021-09-19"
"S0056042","TIA","PLN","652,05","2021-08-13"
"S0056041","TIA","PLN","362,25","2021-09-17"
"S0056037","ZNZ","PLN","431,16","2021-09-21"
"S0056036","ZNZ","PLN","585,15","2021-09-24"
"S0056035","ZNZ","PLN","431,16","2021-09-21"
"S0056021","BCN","PLN","614,38","2021-09-21"
"S0056021","BCN","PLN","418,76","2021-09-20"
"S0056021","BCN","PLN","753,48","2021-09-24"
"S0056030","TIA","PLN","652,05","2021-08-13"
"S0056029","TIA","PLN","434,7","2021-08-26"
"S0056028","TFS","PLN","660,74","2021-08-14"
"S0056027","TIA","PLN","253,57","2021-09-07"
"S0056026","TIA","PLN","362,25","2021-09-04"
"S0056025","VAR","PLN","425,04","2021-08-14"
"S0056024","CFU","PLN","253,57","2021-08-16"
"S0056023","TIA","EUR","434,7","2021-08-12"
"S0056022","TIA","EUR","434,7","2021-08-12"
"S0056020","KGS","PLN","355","2021-08-18"
"S0056018","TIA","EUR","507,15","2021-08-13"
"S0056017","TIA","EUR","253,57","2021-08-13"
"S0056017","TIA","EUR","126,79","2021-08-15"
"S0056016","TIA","EUR","724,5","2021-08-16"
"S0056016","TIA","EUR","1014,3","2021-08-13"
"S0056015","TIA","EUR","507,15","2021-08-13"
"S0056014","TIA","EUR","507,15","2021-08-13"
"S0056013","TIA","EUR","543,37","2021-08-13"
"S0056012","TIA","EUR","652,05","2021-08-13"
"S0056011","TIA","EUR","452,81","2021-08-13"
"S0056010","TIA","EUR","253,57","2021-08-15"
"S0056009","TIA","EUR","362,25","2021-08-16"
"S0056009","TIA","EUR","507,15","2021-08-13"
"S0056008","TIA","EUR","362,25","2021-08-13"
"S0056007","TIA","EUR","362,25","2021-08-13"
"S0056006","VAR","EUR","425,04","2021-08-14"
"S0055992","TIA","EUR","507,15","2021-08-13"
"S0056004","VAR","EUR","425,04","2021-08-14"
"S0056002","TIA","EUR","434,7","2021-08-12"
"S0056001","TIA","EUR","362,25","2021-08-13"
"S0056001","TIA","EUR","253,57","2021-08-15"
"S0056000","TIA","EUR","362,25","2021-08-16"
"S0056000","TIA","EUR","507,15","2021-08-13"
"S0055999","TIA","EUR","362,25","2021-08-13"
"S0055998","TIA","EUR","507,15","2021-08-13"
"S0055996","TIA","EUR","362,25","2021-08-13"
"S0055995","TIA","EUR","507,15","2021-08-13"
"S0055994","KGS","PLN","355","2021-08-18"
"S0055993","AYT","PLN","530,72","2021-08-15"
"S0055991","TIA","EUR","362,25","2021-08-14"
"S0055990","TIA","EUR","253,57","2021-08-15"
"S0055989","TIA","EUR","362,25","2021-08-14"
"S0055987","TIA","PLN","253,57","2021-09-07"
"S0055986","TIA","PLN","362,25","2021-09-08"
"S0055985","TIA","PLN","253,57","2021-09-05"
"S0055982","AYT","PLN","685,18","2021-08-13"
"S0055981","FUE","PLN","687,79","2021-08-14"
"S0055980","VAR","PLN","425,04","2021-08-14"
"S0055978","ZNZ","PLN","585,16","2021-08-13"
"S0055977","ZNZ","PLN","585,16","2021-08-13"
"S0055976","ZNZ","PLN","585,16","2021-08-13"
"S0055975","AYT","PLN","792,12","2021-08-17"
"S0055974","ZNZ","PLN","585,16","2021-08-13"
"S0055973","TIA","EUR","543,37","2021-08-13"
"S0055972","ZNZ","PLN","585,16","2021-08-13"
"S0055971","TIA","EUR","543,37","2021-08-12"
"S0055970","TIA","EUR","434,7","2021-08-12"
"S0055968","TIA","EUR","869,4","2021-08-12"
"S0055967","TIA","EUR","652,05","2021-08-12"
"S0055966","TIA","EUR","362,25","2021-08-13"
"S0055965","TIA","EUR","724,5","2021-08-13"
"S0055964","TIA","EUR","507,15","2021-08-13"
"S0055964","TIA","EUR","362,25","2021-08-16"
"S0055963","TIA","EUR","543,37","2021-08-13"
"S0055962","TIA","EUR","362,25","2021-08-13"
"S0055961","TIA","EUR","507,15","2021-08-15"
"S0055960","ADB","EUR","712,91","2021-08-15"
"S0055960","ADB","EUR","178,23","2021-08-12"
"S0055959","TIA","EUR","380,36","2021-08-15"
"S0055958","TIA","EUR","633,94","2021-08-13"
"S0055957","TIA","EUR","434,7","2021-08-12"
"S0055957","TIA","EUR","253,57","2021-08-15"
"S0055956","BCN","PLN","402,34","2021-08-18"
"S0055955","TIA","EUR","507,15","2021-08-17"
"S0055955","TIA","EUR","434,7","2021-08-19"
"S0055954","TIA","EUR","362,25","2021-08-16"
"S0055953","ADB","EUR","411,9","2021-08-13"
"S0055953","ADB","EUR","475,27","2021-08-15"
"S0055953","ADB","EUR","118,82","2021-08-16"
"S0055953","ADB","EUR","237,64","2021-08-12"
"S0055952","TIA","EUR","253,57","2021-08-15"
"S0055951","TIA","EUR","507,15","2021-08-13"
"S0055948","TIA","EUR","507,15","2021-08-13"
"S0055947","TIA","EUR","507,15","2021-08-20"
"S0055946","ADB","EUR","475,27","2021-08-15"
"S0055946","ADB","EUR","411,9","2021-08-13"
"S0055922","TIA","EUR","315,16","2021-08-15"
"S0055946","ADB","EUR","118,82","2021-08-16"
"S0055945","TIA","EUR","181,12","2021-08-16"
"S0055944","SPC","PLN","270,48","2021-08-14"
"S0055942","TIA","EUR","543,37","2021-08-16"
"S0055941","TIA","EUR","434,7","2021-08-12"
"S0055940","TIA","EUR","376,74","2021-08-15"
"S0055939","AGP","EUR","507,15","2021-08-11"
"S0055938","AGP","EUR","507,15","2021-08-11"
"S0055937","AGP","EUR","760,72","2021-08-11"
"S0055936","AGP","EUR","507,15","2021-08-11"
"S0055935","TIA","EUR","253,57","2021-08-13"
"S0055933","BOJ","EUR","293,66","2021-08-16"
"S0055932","TIA","EUR","507,15","2021-08-13"
"S0055931","TIA","EUR","315,16","2021-08-15"
"S0055930","TIA","EUR","362,25","2021-08-13"
"S0055929","TIA","PLN","507,15","2021-08-22"
"S0055926","RMF","PLN","1264,81","2021-09-07"
"S0055926","RMF","PLN","189,7","2021-09-10"
"S0055926","RMF","PLN","390,92","2021-09-13"
"S0055926","RMF","PLN","477,18","2021-09-15"
"S0055926","RMF","PLN","57,49","2021-09-12"
"S0055925","TIA","EUR","253,57","2021-08-15"
"S0055924","TIA","EUR","652,05","2021-08-13"
"S0055922","TIA","EUR","652,05","2021-08-13"
"S0055922","TIA","EUR","224,59","2021-08-16"
"S0055921","BOJ","EUR","486,86","2021-08-13"
"S0055920","BOJ","EUR","440,5","2021-08-13"
"S0055919","AGP","EUR","706,39","2021-08-11"
"S0055918","AGP","EUR","470,92","2021-08-11"
"S0055917","AYT","PLN","530,72","2021-08-12"
"S0055916","AGP","EUR","470,92","2021-08-11"
"S0055915","AGP","EUR","470,92","2021-08-11"
"S0055914","AGP","EUR","470,92","2021-08-11"
"S0055913","TIA","PLN","630,31","2021-08-29"
"S0055913","TIA","PLN","630,31","2021-08-22"
"S0055913","TIA","PLN","1086,75","2021-08-26"
"S0055912","AGP","EUR","470,92","2021-08-11"
"S0055911","AGP","EUR","470,92","2021-08-11"
"S0055910","AGP","EUR","470,92","2021-08-11"
"S0055909","BOJ","EUR","293,66","2021-08-18"
"S0055908","AGP","EUR","470,92","2021-08-11"
"S0055907","TIA","EUR","507,15","2021-08-13"
"S0055907","TIA","EUR","253,57","2021-08-15"
"S0055906","AGP","EUR","941,85","2021-08-11"
"S0055905","AGP","EUR","470,92","2021-08-11"
"S0055904","AGP","EUR","235,46","2021-08-11"
"S0055903","BOJ","EUR","409,58","2021-08-14"
"S0055902","TIA","EUR","652,05","2021-08-13"
"S0055901","AGP","EUR","470,92","2021-08-11"
"S0055900","ZTH","PLN","231,84","2021-09-15"
"S0055899","AGP","EUR","470,92","2021-08-11"
"S0055898","BOJ","EUR","386,4","2021-08-13"
"S0055897","TIA","EUR","507,15","2021-08-13"
"S0055896","AGP","EUR","588,64","2021-08-11"
"S0055895","AGP","EUR","588,64","2021-08-11"
"S0055894","AGP","EUR","470,92","2021-08-11"
"S0055893","AGP","EUR","470,92","2021-08-11"
"S0055892","AGP","EUR","253,57","2021-08-11"
"S0055891","VAR","EUR","347,76","2021-08-16"
"S0055890","AGP","EUR","1267,87","2021-08-11"
"S0055889","AGP","EUR","507,15","2021-08-11"
"S0055888","AGP","EUR","253,57","2021-08-11"
"S0055887","VAR","EUR","425,04","2021-08-14"
"S0055886","TIA","EUR","760,72","2021-08-13"
"S0055885","TIA","EUR","253,57","2021-08-17"
"S0055883","TIA","EUR","434,7","2021-08-12"
"S0055882","TIA","EUR","376,74","2021-08-15"
"S0055881","TIA","EUR","380,36","2021-08-13"
"S0055880","TIA","EUR","543,37","2021-08-13"
"S0055879","ADB","EUR","475,27","2021-08-15"
"S0055878","TIA","EUR","253,57","2021-08-15"
"S0055793","KVA","PLN","656,88","2021-08-13"
"S0055877","TIA","EUR","452,81","2021-08-13"
"S0055877","TIA","EUR","315,16","2021-08-15"
"S0055874","TIA","EUR","380,36","2021-08-15"
"S0055871","TIA","EUR","253,57","2021-08-15"
"S0055871","TIA","EUR","181,12","2021-08-16"
"S0055870","TIA","EUR","760,72","2021-08-17"
"S0055869","TIA","EUR","362,25","2021-08-13"
"S0055868","TIA","EUR","362,25","2021-08-16"
"S0055867","TIA","EUR","652,05","2021-08-17"
"S0055865","TIA","EUR","1159,2","2021-08-13"
"S0055864","TIA","EUR","507,15","2021-08-13"
"S0055864","TIA","EUR","253,57","2021-08-15"
"S0055863","TIA","EUR","362,25","2021-08-13"
"S0055862","TIA","EUR","253,57","2021-08-15"
"S0055861","TIA","EUR","362,25","2021-08-13"
"S0055860","TIA","EUR","362,25","2021-08-13"
"S0055858","TIA","EUR","362,25","2021-08-13"
"S0055857","TIA","EUR","724,5","2021-08-13"
"S0055855","TIA","EUR","434,7","2021-08-12"
"S0055855","TIA","EUR","253,57","2021-08-15"
"S0055855","TIA","EUR","181,12","2021-08-16"
"S0055854","PMI","PLN","500,87","2021-08-13"
"S0055853","TIA","EUR","507,15","2021-08-13"
"S0055852","TIA","EUR","905,62","2021-08-13"
"S0055851","TIA","EUR","362,25","2021-08-13"
"S0055850","TIA","EUR","362,25","2021-08-13"
"S0055850","TIA","EUR","253,57","2021-08-15"
"S0055850","TIA","EUR","181,12","2021-08-16"
