"SP_BookingNumber","SP_Destination","SP_PaidCurrency","SP_Paid","SP_TourDate"
"S0024460","HER","PLN","368,08","2019-10-02"
"S0024458","HER","PLN","347,25","2019-09-28"
"S0024451","CHQ","PLN","409,75","2019-10-11"
"S0024450","FAO","PLN","409,75","2019-09-27"
"S0024443","SID","PLN","291,69","2019-10-30"
"S0024440","RHO","PLN","388,92","2019-10-05"
"S0024436","TCP","PLN","2030,26","2019-11-03"
"S0024435","TCP","PLN","455,41","2019-11-01"
"S0024433","VAR","EUR","192,61","2019-09-28"
"S0024428","RMF","PLN","252,8","2019-09-29"
"S0024427","ZTH","PLN","208,35","2019-09-28"
"S0024426","RMF","PLN","659,87","2019-10-03"
"S0024425","ZTH","PLN","250,02","2019-09-27"
"S0024421","NOS","PLN","555,6","2019-10-14"
"S0024419","NOS","PLN","833,4","2019-10-16"
"S0024417","NOS","PLN","577,82","2019-10-15"
"S0024411","RMF","PLN","631,95","2019-10-03"
"S0024409","AGP","PLN","381,97","2019-10-06"
"S0024407","AGP","PLN","486,15","2019-10-02"
"S0024406","AGP","PLN","416,7","2019-10-05"
"S0024404","CHQ","PLN","456,05","2019-09-28"
"S0024402","AGA","PLN","520,87","2019-09-29"
"S0024400","FNC","PLN","666,72","2020-08-31"
"S0024399","FNC","PLN","700,06","2020-08-29"
"S0024398","FNC","PLN","377,81","2020-08-28"
"S0024397","FNC","PLN","922,3","2020-08-27"
"S0024396","AYT","PLN","334,1","2019-09-30"
"S0024391","AYT","PLN","113,9","2019-09-27"
"S0024389","HRG","PLN","239,6","2019-09-30"
"S0024388","FNC","PLN","922,3","2020-08-27"
"S0024387","HRG","PLN","569,26","2019-10-01"
"S0024384","PFO","PLN","370,4","2019-10-08"
"S0024383","SID","PLN","291,69","2019-10-02"
"S0024381","SKG","PLN","430,59","2019-10-06"
"S0024379","ZTH","PLN","250,02","2019-09-29"
"S0024378","FUE","PLN","275,48","2019-10-02"
"S0024375","AYT","PLN","113,9","2019-09-27"
"S0024374","ACE","PLN","362,07","2019-09-30"
"S0024373","CHQ","PLN","456,05","2019-10-02"
"S0024370","RMF","PLN","226,87","2019-09-29"
"S0024368","RMF","PLN","631,95","2019-09-26"
"S0024367","ZTH","PLN","250,02","2019-09-29"
"S0024363","CHQ","PLN","256,96","2019-10-01"
"S0024362","BJV","PLN","451,89","2020-07-14"
"S0024361","CFU","PLN","277,8","2019-09-28"
"S0024360","CFU","PLN","312,52","2019-09-27"
"S0024355","RHO","PLN","388,92","2019-09-30"
"S0024354","BJV","PLN","451,89","2020-07-14"
"S0024350","RHO","PLN","312,52","2019-10-02"
"S0024347","AYT","PLN","265,76","2019-09-30"
"S0024336","REJ","PLN","274,1","2019-12-11"
"S0024332","PDL","PLN","337,06","2019-09-25"
"S0024328","FAO","PLN","296,05","2019-10-08"
"S0024327","HER","PLN","1296,4","2019-09-30"
"S0024325","FAO","PLN","296,05","2019-10-08"
"S0024323","TCP","PLN","719,04","2019-10-04"
"S0024321","TCP","PLN","1038,69","2019-10-06"
"S0024320","BCN","PLN","651,9","2019-10-03"
"S0024316","RHO","PLN","247,93","2020-09-03"
"S0024314","PDL","EUR","674,13","2019-10-28"
"S0024312","ZNZ","PLN","423,64","2019-10-01"
"S0024292","CHQ","PLN","291,69","2019-10-01"
"S0024291","RMF","PLN","570,42","2019-10-01"
"S0024290","CHQ","PLN","305,58","2019-10-04"
"S0024289","RMF","PLN","631,95","2019-10-03"
"S0024287","RMF","PLN","408,37","2019-11-04"
"S0024284","ZTH","PLN","250,02","2019-09-29"
"S0024282","HRG","PLN","209,74","2019-09-25"
"S0024281","FAO","PLN","563,93","2019-09-26"
"S0024280","HRG","PLN","239,6","2019-09-27"
"S0024278","HRG","PLN","209,74","2019-10-01"
"S0024277","HRG","PLN","479,2","2019-09-30"
"S0024273","CHQ","PLN","456,05","2019-10-06"
"S0024271","CHQ","PLN","277,8","2019-10-04"
"S0024268","SUF","PLN","291,69","2019-09-25"
"S0024267","ZTH","PLN","208,35","2019-09-25"
"S0024262","SKG","PLN","430,59","2019-10-06"
"S0024261","SKG","PLN","291,69","2019-10-04"
"S0024259","BJV","PLN","288,91","2019-10-03"
"S0024258","BJV","PLN","444,48","2019-10-02"
"S0024254","ACE","EUR","481,52","2019-09-23"
"S0024253","BJV","PLN","444,48","2019-09-25"
"S0024252","ACE","EUR","481,52","2019-09-23"
"S0024251","HRG","PLN","209,74","2019-09-25"
"S0024247","NBE","PLN","296,32","2019-09-28"
"S0024245","RHO","PLN","340,3","2019-09-29"
"S0024241","TFS","PLN","422,26","2019-10-12"
"S0024238","CHQ","PLN","583,38","2019-09-24"
"S0024237","BJV","PLN","288,91","2019-10-17"
"S0024232","FAO","PLN","409,75","2019-09-27"
"S0024228","FUE","PLN","181,03","2019-10-24"
"S0024227","FUE","PLN","342,39","2019-10-27"
"S0024226","FUE","PLN","275,48","2019-10-23"
"S0024225","FUE","PLN","366","2019-10-25"
"S0024220","FAO","PLN","409,75","2019-10-04"
"S0024215","FUE","PLN","732","2019-09-27"
"S0024213","DJE","PLN","255,58","2019-09-29"
"S0024212","CHQ","PLN","1314,92","2019-10-05"
"S0024211","ZTH","PLN","250,02","2019-09-29"
"S0024210","CHQ","PLN","534,76","2019-10-04"
"S0024209","ZTH","PLN","236,13","2019-09-30"
"S0024208","CHQ","PLN","449,67","2019-10-01"
"S0024207","CHQ","PLN","510,46","2019-10-03"
"S0024205","BJV","PLN","177,79","2019-10-02"
"S0024200","SPC","PLN","466,7","2021-09-08"
"S0024199","TFS","PLN","429,66","2019-12-01"
"S0024198","ZTH","PLN","416,7","2019-09-24"
"S0024195","LPA","PLN","787,1","2019-10-24"
"S0024194","TFS","PLN","570,42","2019-11-06"
"S0024193","TFS","PLN","422,26","2019-11-02"
"S0024192","CHQ","PLN","1314,92","2019-09-24"
"S0024191","TFS","PLN","338,45","2019-11-05"
"S0024188","HER","PLN","363,45","2019-09-24"
"S0024185","TCP","PLN","533,38","2020-08-21"
"S0024184","KGS","PLN","104,17","2019-09-23"
"S0024180","KVA","PLN","397,25","2019-09-27"
"S0024178","AYT","PLN","417,63","2019-10-13"
"S0024177","BJV","PLN","859,33","2019-09-29"
"S0024176","HRG","PLN","149,32","2019-09-27"
"S0024175","HRG","PLN","569,26","2019-09-26"
"S0024174","BJV","PLN","177,79","2019-09-26"
"S0024173","OLB","PLN","902,85","2019-09-27"
"S0024170","OLB","PLN","659,77","2019-09-25"
"S0024169","RMF","PLN","947,9","2019-11-28"
"S0024167","BJV","PLN","148,16","2019-09-28"
"S0024160","RHO","PLN","222,24","2019-10-01"
"S0024159","RHO","PLN","388,92","2019-09-30"
"S0024157","FAO","PLN","243,07","2019-09-24"
"S0024156","FAO","PLN","319,47","2019-09-28"
"S0024148","ACE","PLN","330,58","2019-10-10"
"S0024147","SID","PLN","291,69","2019-12-25"
"S0024146","ACE","PLN","537,08","2019-10-09"
"S0024145","ACE","PLN","362,07","2019-10-08"
"S0024142","ACE","PLN","481,52","2019-10-07"
"S0024137","KGS","PLN","326,41","2019-09-26"
"S0024135","BCN","PLN","429,66","2019-09-30"
"S0024133","BCN","PLN","267,61","2019-09-30"
"S0024132","BCN","PLN","370,4","2019-09-27"
"S0024131","BCN","PLN","481,52","2019-09-26"
"S0024128","SMI","PLN","284,74","2019-09-27"
"S0024122","CHQ","PLN","291,69","2019-09-26"
"S0024120","AGA","PLN","381,97","2019-10-01"
"S0024117","RHO","PLN","312,52","2019-10-02"
"S0024116","FUE","PLN","684,78","2019-10-24"
"S0024115","ZNZ","PLN","284,74","2019-09-25"
"S0024112","ZNZ","PLN","211,82","2019-09-24"
"S0024111","HRG","PLN","569,26","2019-10-08"
"S0024110","HRG","PLN","149,32","2019-10-04"
"S0024109","HRG","PLN","209,74","2019-10-02"
"S0024108","HRG","PLN","149,32","2019-09-27"
"S0024107","KGS","PLN","245,39","2019-09-26"
"S0024106","HRG","PLN","569,26","2019-09-28"
"S0024105","PMO","PLN","393,55","2019-09-26"
"S0024102","AGA","PLN","520,87","2019-09-29"
"S0024101","PMO","PLN","432,9","2019-09-24"
"S0024098","AGP","PLN","451,42","2020-07-04"
"S0024096","NBE","PLN","162,98","2019-09-29"
"S0024094","NBE","PLN","296,32","2019-10-01"
"S0024090","NBE","EUR","296,32","2019-10-01"
"S0024087","IBZ","PLN","594,95","2019-09-23"
"S0024086","TIA","PLN","399,34","2021-06-27"
"S0024085","BCN","PLN","429,66","2019-09-23"
"S0024083","TIA","PLN","434,06","2020-07-05"
"S0024081","RHO","PLN","340,3","2019-09-29"
"S0024080","AYT","PLN","113,9","2019-09-24"
"S0024078","FAO","PLN","319,47","2019-09-28"
"S0024074","FUE","PLN","550,97","2019-10-05"
"S0024072","FAO","PLN","319,47","2019-09-28"
"S0024071","FUE","PLN","275,48","2019-10-03"
"S0024070","FAH","PLN","548,65","2019-09-25"
"S0024069","FUE","PLN","464,39","2019-10-02"
"S0024064","HER","PLN","1389","2019-09-26"
"S0024063","ZTH","PLN","250,02","2019-09-27"
"S0024060","TCP","PLN","1038,69","2019-09-22"
"S0024057","RHO","PLN","388,92","2019-09-23"
"S0024054","VAR","EUR","385,22","2019-09-28"
"S0024053","RHO","PLN","312,52","2019-09-25"
"S0024052","CFU","PLN","312,52","2019-09-24"
"S0024051","CFU","PLN","277,8","2019-09-25"
"S0024049","FUE","PLN","651,9","2019-09-28"
"S0024046","CFU","PLN","312,52","2019-09-24"
"S0024045","CFU","PLN","277,8","2019-09-25"
"S0024042","ZNZ","PLN","423,64","2019-10-22"
"S0024036","FUE","PLN","275,48","2019-09-25"
"S0024034","TCP","PLN","1438,13","2019-10-04"
"S0024033","BJV","PLN","451,89","2020-09-06"
"S0024028","FAO","PLN","319,47","2019-09-28"
"S0024018","FUE","PLN","362,07","2019-09-24"
"S0024017","FAO","PLN","409,75","2019-09-27"
"S0024015","FUE","PLN","651,9","2019-09-28"
"S0024014","FUE","PLN","392,62","2019-09-26"
"S0024006","AYT","PLN","417,63","2019-09-26"
"S0024002","ZTH","PLN","236,13","2019-09-23"
"S0024001","BCN","PLN","311,14","2019-09-26"
"S0023996","HRG","PLN","569,26","2019-10-05"
"S0023993","TCP","PLN","2157,16","2019-10-04"
"S0023992","TCP","PLN","1558,04","2019-09-29"
"S0023989","ACE","PLN","481,52","2019-10-07"
"S0023984","ACE","PLN","537,08","2019-10-09"
"S0023981","RKT","PLN","1840,01","2020-01-15"
"S0023979","BJV","PLN","466,7","2019-09-24"
"S0023976","BJV","PLN","429,66","2019-10-02"
"S0023974","ACE","PLN","537,08","2019-09-25"
"S0023972","AYT","PLN","664,4","2020-07-01"
"S0023971","AYT","PLN","417,63","2019-09-26"
"S0023968","CFU","PLN","208,35","2019-09-23"
"S0023961","AYT","PLN","186,03","2019-10-14"
"S0023960","BJV","PLN","177,79","2019-10-04"
"S0023959","AYT","PLN","186,03","2019-10-14"
"S0023958","AYT","PLN","186,03","2019-10-14"
"S0023957","BJV","PLN","429,66","2019-10-02"
"S0023953","ACE","PLN","464,39","2019-09-26"
"S0023952","CHQ","PLN","305,58","2019-09-27"
"S0023951","CHQ","PLN","291,69","2019-09-26"
"S0023950","HER","PLN","326,41","2019-09-22"
"S0023949","NOS","PLN","1393,63","2019-09-29"
"S0023947","AGP","PLN","347,25","2019-09-29"
"S0023946","BJV","PLN","466,7","2019-10-01"
"S0023944","SID","PLN","278,73","2020-05-27"
"S0023943","BJV","PLN","429,66","2019-09-29"
"S0023939","SID","PLN","291,69","2019-11-27"
"S0023938","AYT","PLN","372,07","2019-09-23"
"S0023937","NOS","PLN","555,6","2019-09-22"
"S0023936","AYT","PLN","417,63","2019-09-26"
"S0023933","AGP","EUR","937,57","2019-09-28"
"S0023931","CHQ","PLN","305,58","2019-09-27"
"S0023930","CFU","PLN","312,52","2019-09-25"
"S0023924","TCP","PLN","1438,13","2019-10-18"
"S0023921","CFU","PLN","277,8","2019-09-24"
"S0023918","PDL","EUR","1011,19","2019-10-16"
"S0023917","CHQ","PLN","291,69","2019-09-29"
"S0023916","NOS","PLN","1111,2","2019-10-06"
"S0023914","CHQ","PLN","456,05","2019-09-28"
"S0023913","CHQ","PLN","277,8","2019-09-27"
"S0023906","BJV","PLN","429,66","2019-10-02"
"S0023904","PFO","PLN","291,69","2019-09-25"
"S0023902","ZNZ","PLN","423,64","2019-10-22"
"S0023900","KGS","PLN","245,39","2019-09-26"
"S0023899","AYT","PLN","265,76","2019-09-24"
"S0023869","KGS","EUR","39447,6","2019-10-08"
"S0023897","PMI","PLN","3109,04","2019-09-25"
"S0023892","PDL","EUR","674,13","2019-09-30"
"S0023888","ZTH","PLN","625,05","2019-09-23"
"S0023886","AYT","PLN","656,81","2019-09-25"
"S0023883","BJV","PLN","311,14","2020-09-10"
"S0023882","NOS","PLN","577,82","2019-09-24"
"S0023880","NOS","PLN","555,6","2019-09-22"
"S0023879","BJV","PLN","451,89","2020-09-06"
"S0023877","ADB","PLN","629,68","2019-09-24"
"S0023876","BJV","PLN","488,93","2020-09-08"
"S0023872","AYT","PLN","417,63","2019-09-26"
"S0023871","RMF","PLN","631,95","2019-10-10"
"S0023867","ACE","PLN","481,52","2019-09-23"
"S0023864","SKG","PLN","409,75","2021-09-05"
"S0023863","SKG","PLN","270,85","2021-09-03"
"S0023860","SKG","PLN","409,75","2020-09-06"
"S0023859","PFO","PLN","453,74","2021-08-17"
"S0023857","PFO","PLN","270,85","2021-08-11"
"S0023856","PFO","PLN","503,74","2021-08-09"
"S0023855","PFO","PLN","319,47","2021-08-07"
"S0023853","PFO","PLN","631,53","2021-08-15"
"S0023847","ZNZ","PLN","1347,33","2019-10-01"
"S0023846","KGS","PLN","326,41","2019-09-26"
"S0023845","ZTH","PLN","208,35","2019-09-28"
"S0023844","ZTH","PLN","236,13","2019-09-26"
"S0023843","ZTH","PLN","250,02","2019-09-27"
"S0023842","ZTH","PLN","125,01","2019-09-23"
"S0023840","ZTH","PLN","256,96","2019-09-25"
"S0023839","CHQ","PLN","456,05","2019-10-09"
"S0023838","CHQ","PLN","291,69","2019-10-10"
"S0023837","RMF","PLN","631,95","2019-09-26"
"S0023835","BJV","PLN","429,66","2019-09-25"
"S0023831","NBE","PLN","251,87","2019-09-24"
"S0023827","HER","PLN","560,23","2019-09-27"
"S0023825","AGP","PLN","416,7","2019-09-27"
"S0023824","HER","PLN","481,52","2019-09-24"
"S0023821","AGP","PLN","520,87","2019-09-25"
"S0023820","SID","PLN","162,05","2019-09-26"
"S0023819","FAO","PLN","361,14","2019-09-26"
"S0023817","HRG","PLN","479,2","2019-09-30"
"S0023815","HRG","PLN","209,74","2019-10-01"
"S0023814","FAO","PLN","453,74","2019-09-25"
"S0023812","SKG","PLN","430,59","2019-10-06"
"S0023809","PFO","PLN","437,53","2019-09-25"
"S0023806","TCP","PLN","1438,13","2019-09-27"
"S0023804","AYT","PLN","372,07","2019-09-23"
"S0023803","AYT","PLN","265,76","2019-09-26"
"S0023750","NOS","PLN","486,15","2019-09-26"
"S0023802","TCP","PLN","1038,69","2019-09-29"
"S0023799","TFS","PLN","429,66","2019-09-29"
"S0023797","AYT","PLN","372,07","2019-09-23"
"S0023793","FNC","PLN","466,7","2020-07-03"
"S0023790","CFU","PLN","312,52","2019-09-24"
"S0023788","CHQ","PLN","456,05","2019-09-21"
"S0023787","CFU","PLN","208,35","2019-09-23"
"S0023786","TFS","PLN","422,26","2019-09-21"
"S0023785","BJV","PLN","444,48","2019-09-22"
"S0023783","HRG","PLN","59,73","2019-09-28"
"S0023782","PMI","PLN","621,81","2019-09-25"
"S0023749","NOS","PLN","577,82","2019-09-24"
"S0023777","CHQ","PLN","291,69","2019-09-26"
"S0023776","FUE","PLN","275,48","2019-10-02"
"S0023775","NOS","PLN","486,15","2019-10-03"
"S0023774","DJE","PLN","148,16","2019-10-29"
"S0023772","TIV","PLN","495,87","2019-09-24"
"S0023771","TIV","PLN","495,87","2019-09-24"
"S0023762","PFO","PLN","347,25","2019-09-21"
"S0023759","AYT","PLN","485,96","2019-10-04"
"S0023755","TFS","PLN","377,81","2019-10-10"
"S0023753","TFS","PLN","548,19","2019-10-13"
"S0023752","NOS","PLN","833,4","2019-10-02"
"S0023751","NOS","PLN","555,6","2019-09-30"
"S0023748","HRG","PLN","149,32","2019-09-23"
"S0023747","NOS","PLN","555,6","2019-09-22"
"S0023746","NOS","PLN","555,6","2019-09-22"
"S0023745","HRG","PLN","59,73","2019-09-21"
"S0023744","HRG","PLN","59,73","2019-09-21"
"S0023743","BJV","PLN","444,48","2019-09-22"
"S0023739","PDL","EUR","674,13","2019-09-25"
"S0023738","CHQ","PLN","586,27","2019-09-25"
"S0023736","HER","PLN","261,59","2019-10-08"
"S0023734","TCP","PLN","1038,69","2019-11-10"
"S0023733","HER","PLN","833,4","2019-10-07"
"S0023731","FUE","PLN","356,14","2019-09-21"
"S0023728","ACE","PLN","334,52","2019-09-26"
"S0023727","CHQ","PLN","456,05","2019-09-25"
"S0023724","CHQ","PLN","291,69","2019-09-24"
"S0023722","CHQ","PLN","305,58","2019-09-27"
"S0023721","TIV","PLN","495,87","2019-09-24"
"S0023719","ACE","PLN","722,28","2019-09-24"
"S0023717","AYT","PLN","318,91","2020-05-12"
"S0023716","AYT","PLN","394,85","2020-05-08"
"S0023714","TCP","PLN","1038,69","2019-11-24"
"S0023712","HRG","PLN","209,74","2019-09-25"
"S0023711","HRG","PLN","569,26","2019-09-21"
"S0023708","KGS","PLN","260,44","2019-09-20"
"S0023698","AYT","PLN","493,56","2019-09-26"
"S0023694","TFS","PLN","644,5","2019-10-09"
"S0023692","KGS","PLN","326,41","2019-09-26"
"S0023688","ZTH","PLN","208,35","2019-09-25"
"S0023684","ZTH","PLN","250,02","2019-09-22"
"S0023683","SID","PLN","441,7","2019-12-20"
"S0023682","SID","PLN","291,69","2019-12-18"
"S0023681","SID","PLN","250,02","2019-12-16"
"S0023675","TFS","PLN","422,26","2019-09-22"
"S0023667","CHQ","PLN","277,8","2019-09-27"
"S0023666","CHQ","PLN","291,69","2019-09-22"
"S0023664","NBE","PLN","614,86","2019-09-22"
"S0023663","ZTH","PLN","250,02","2019-09-20"
"S0023662","ACE","PLN","481,52","2019-09-23"
"S0023661","PMI","PLN","432,9","2019-10-01"
"S0023656","AGP","PLN","347,25","2019-09-29"
"S0023655","SLL","PLN","307,57","2019-11-06"
"S0023654","HRG","PLN","599,21","2019-09-28"
"S0023653","ZTH","PLN","406,28","2019-09-23"
"S0023652","HER","PLN","1389","2019-09-23"
"S0023651","AYT","PLN","493,56","2019-10-17"
"S0023648","NBE","PLN","318,54","2019-09-21"
"S0023647","TCP","PLN","1038,69","2019-09-22"
"S0023646","MJT","PLN","277,8","2019-09-25"
"S0023645","SLL","PLN","307,57","2019-11-06"
"S0023644","RHO","PLN","597,27","2020-06-24"
"S0023634","SUF","PLN","416,7","2019-09-26"
"S0023632","FUE","PLN","275,48","2019-09-28"
"S0023631","SUF","PLN","333,36","2019-09-28"
"S0023629","FUE","PLN","392,62","2019-09-26"
"S0023626","FUE","PLN","392,62","2019-09-26"
"S0023624","ZTH","PLN","250,02","2019-09-27"
"S0023623","TCP","PLN","359,52","2019-10-27"
"S0023622","CHQ","PLN","456,05","2019-09-22"
"S0023617","TCP","PLN","383,55","2019-10-25"
"S0023616","TCP","PLN","359,52","2019-10-26"
"S0023615","TCP","PLN","263,63","2019-10-26"
"S0023614","TCP","PLN","239,7","2019-10-25"
"S0023611","CFU","PLN","312,52","2019-09-27"
"S0023607","GPA","PLN","555,6","2019-10-01"
"S0023606","FAO","PLN","161,12","2019-09-27"
"S0023605","FAO","PLN","394,75","2019-09-26"
"S0023604","TCP","PLN","2077,39","2019-10-06"
"S0023603","BOJ","EUR","201,4","2019-09-28"
"S0023601","PFO","PLN","347,25","2019-09-21"
"S0023597","RKT","EUR","175,75","2019-09-28"
"S0023596","AYT","EUR","1751,99","2019-09-28"
"S0023595","ZTH","PLN","250,02","2019-09-22"
"S0023594","TCP","PLN","1038,69","2019-11-17"
"S0023592","TFS","PLN","661,16","2019-10-20"
"S0023591","TFS","PLN","747,74","2019-10-19"
"S0023588","HER","PLN","368,08","2019-09-25"
"S0023587","HER","PLN","416,7","2019-09-22"
"S0023585","HER","PLN","363,45","2019-09-24"
"S0023584","AYT","EUR","3235,07","2019-09-20"
"S0023582","TCP","PLN","119,83","2019-10-04"
"S0023581","TCP","PLN","519,35","2019-10-06"
"S0023580","TCP","PLN","519,35","2019-09-22"
"S0023579","TCP","PLN","519,35","2019-10-06"
"S0023575","HRG","PLN","548,65","2020-08-25"
"S0023574","TCP","PLN","1038,69","2019-10-06"
"S0023573","BJV","PLN","203,72","2019-09-23"
"S0023572","AYT","PLN","2270,37","2020-06-10"
"S0023571","ZTH","EUR","17730,58","2020-09-30"
"S0023568","ZTH","EUR","17251,38","2020-10-04"
"S0023567","CHQ","PLN","277,8","2019-09-20"
"S0023566","TFS","PLN","787,1","2019-09-30"
"S0023565","CHQ","PLN","583,38","2019-10-03"
"S0023564","CFU","PLN","312,52","2019-09-20"
"S0023563","CHQ","PLN","456,05","2019-10-02"
"S0023557","NOS","PLN","486,15","2019-10-03"
"S0023552","HER","PLN","1342,7","2019-09-26"
"S0023547","TFS","PLN","322,25","2019-10-02"
"S0023542","RMF","PLN","226,87","2019-09-22"
"S0023541","TFS","PLN","211,13","2019-09-29"
"S0023533","CHQ","PLN","291,69","2019-09-22"
"S0023532","CHQ","PLN","291,69","2019-09-22"
"S0023531","TFS","PLN","393,55","2019-09-30"
"S0023530","HER","PLN","347,25","2019-09-21"
"S0023529","IBZ","PLN","421,33","2019-09-21"
"S0023527","CHQ","PLN","1314,92","2019-09-21"
"S0023526","CHQ","PLN","1314,92","2019-09-21"
"S0023525","IBZ","PLN","594,95","2019-09-23"
"S0023523","ZNZ","PLN","1347,33","2019-10-08"
"S0023522","SMI","PLN","284,74","2019-09-20"
"S0023521","FUE","PLN","651,9","2019-09-28"
"S0023520","AYT","PLN","835,25","2019-09-23"
"S0023519","TCP","PLN","2876,25","2019-09-20"
"S0023517","TCP","PLN","719,04","2019-09-23"
"S0023515","KGS","PLN","309,06","2019-09-19"
"S0023513","FNC","PLN","444,48","2019-10-14"
"S0023512","TIA","PLN","347,25","2019-09-23"
"S0023511","FNC","PLN","629,68","2019-10-10"
"S0023509","PMI","PLN","338,45","2019-09-25"
"S0023507","PMI","PLN","401,42","2019-09-26"
"S0023506","AGP","PLN","444,48","2020-05-20"
"S0023505","FUE","PLN","732","2019-09-27"
"S0023504","AYT","PLN","1328,81","2019-10-19"
"S0023503","ZTH","PLN","250,02","2019-09-27"
"S0023502","ZTH","PLN","250,02","2019-09-20"
"S0023501","ACE","PLN","464,39","2019-10-10"
"S0023500","ACE","PLN","481,52","2019-10-07"
"S0023498","ACE","PLN","481,52","2019-10-07"
"S0023494","HRG","PLN","569,26","2019-10-08"
"S0023493","NOS","PLN","1393,63","2019-10-20"
"S0023492","HRG","PLN","209,74","2019-09-24"
"S0023491","HRG","PLN","149,32","2019-09-23"
"S0023489","FNC","PLN","407,44","2019-09-20"
"S0023488","HRG","PLN","569,26","2019-09-21"
"S0023487","FNC","PLN","133,34","2019-09-21"
"S0023486","TFS","PLN","338,45","2019-09-24"
"S0023485","HER","PLN","402,81","2019-09-22"
"S0023482","TFS","PLN","787,1","2019-09-30"
"S0023481","HER","PLN","560,23","2019-09-20"
"S0023480","ZTH","PLN","416,7","2019-09-22"
"S0023479","ZTH","PLN","347,25","2019-09-26"
"S0023474","AGA","PLN","520,87","2019-09-22"
"S0023473","TIV","PLN","550,97","2019-09-21"
"S0023472","TIV","PLN","488","2019-09-22"
"S0023471","AGA","PLN","520,87","2019-09-22"
"S0023469","HRG","PLN","209,74","2019-09-25"
"S0023468","AYT","PLN","334,1","2019-09-19"
"S0023467","NBE","PLN","296,32","2019-10-01"
"S0023466","AYT","PLN","417,63","2019-10-10"
"S0023465","CHQ","PLN","358,82","2019-09-21"
"S0023464","AYT","PLN","265,76","2019-10-07"
"S0023463","NBE","PLN","296,32","2019-09-28"
"S0023462","TIV","PLN","488","2019-09-22"
"S0023458","FUE","PLN","392,62","2019-09-24"
"S0023457","BJV","PLN","177,79","2019-09-30"
"S0023455","TIV","PLN","495,87","2019-09-24"
"S0023454","FNC","PLN","1229,73","2020-02-13"
"S0023449","FNC","PLN","614,86","2019-10-10"
"S0023448","DJE","PLN","148,16","2019-10-26"
"S0023447","ADB","PLN","451,89","2019-09-23"
"S0023446","FNC","PLN","444,48","2019-10-07"
"S0023444","CFU","PLN","312,52","2019-09-20"
"S0023436","NOS","PLN","555,6","2020-01-05"
"S0023434","TCP","PLN","1038,69","2019-10-06"
"S0023432","TFS","PLN","244","2019-11-25"
"S0023431","SPC","PLN","192,84","2019-09-26"
"S0023430","TIA","PLN","243,07","2019-09-21"
"S0023429","TIA","PLN","173,62","2019-09-20"
"S0023426","TCP","PLN","2876,25","2019-09-20"
"S0023425","RMF","EUR","631,95","2019-09-29"
"S0023418","HER","PLN","1296,4","2019-09-30"
"S0023417","FAO","PLN","486,15","2019-09-21"
"S0023416","AYT","PLN","1328,81","2019-10-19"
"S0023415","AGA","PLN","572,96","2019-09-24"
"S0023414","AGA","PLN","781,31","2019-09-22"
"S0023413","AGP","PLN","625,05","2019-09-27"
"S0023410","CFU","PLN","312,52","2019-09-22"
"S0023407","AGP","PLN","781,31","2019-09-25"
"S0023406","CFU","PLN","312,52","2019-09-20"
"S0023405","BJV","PLN","429,66","2019-09-22"
"S0023402","AYT","PLN","1328,81","2019-10-19"
"S0023400","AGP","PLN","520,87","2019-09-22"
"S0023399","SKG","PLN","291,69","2019-09-20"
"S0023398","ZTH","PLN","812,56","2019-09-23"
"S0023395","AGA","PLN","572,96","2019-09-24"
"S0023394","AYT","PLN","1328,81","2019-10-19"
"S0023389","CHQ","PLN","1889,04","2020-07-18"
"S0023388","AYT","PLN","721,35","2019-09-30"
"S0023387","AYT","PLN","721,35","2019-09-30"
"S0023384","HER","PLN","560,23","2019-09-27"
"S0023383","CFU","PLN","312,52","2019-09-20"
"S0023380","ADB","PLN","222,24","2019-09-29"
"S0023378","ADB","PLN","644,5","2019-10-01"
"S0023377","SUF","PLN","533,38","2019-09-24"
"S0023374","AGP","PLN","444,48","2020-05-20"
"S0023373","GPA","PLN","548,65","2019-09-26"
"S0023365","CHQ","PLN","291,69","2019-09-24"
"S0023363","NBE","PLN","296,32","2019-09-24"
"S0023361","CHQ","PLN","456,05","2019-09-21"
"S0023358","TCP","PLN","1038,69","2019-09-22"
"S0023355","AYT","PLN","417,63","2019-09-26"
"S0023351","OLB","PLN","659,77","2019-09-25"
"S0023350","TCP","PLN","359,52","2019-10-01"
"S0023345","ZTH","PLN","236,13","2019-09-19"
"S0023344","ZTH","PLN","236,13","2019-09-19"
"S0023343","TIA","PLN","694,5","2019-09-22"
"S0023342","RHO","PLN","328,12","2020-05-27"
"S0023340","CFU","PLN","312,52","2019-10-02"
"S0023339","CFU","PLN","208,35","2019-09-30"
"S0023338","CHQ","PLN","456,05","2019-09-18"
"S0023337","NBE","PLN","614,86","2019-09-22"
"S0023327","CHQ","PLN","1314,92","2019-10-08"
"S0023324","HER","PLN","520,87","2019-10-05"
"S0023323","HER","PLN","2083,5","2019-10-07"
"S0023322","HER","PLN","468,79","2019-10-04"
"S0023321","FUE","PLN","684,78","2019-09-21"
"S0023320","AYT","PLN","303,73","2019-09-22"
"S0023317","AYT","PLN","265,76","2019-09-26"
"S0023315","FUE","PLN","275,48","2019-11-21"
"S0023314","FUE","PLN","637,09","2019-09-21"
"S0023245","AGP","PLN","444,48","2020-05-20"
"S0023313","TFS","PLN","422,26","2019-09-21"
